 k(Mpc^-1)     CL=0.4515     CL=0.5763     CL=0.6827     CL=0.7699     CL=0.8385     CL=0.8904     CL=0.9281     CL=0.9545     CL=0.9722     CL=0.9836     CL=0.9907     CL=0.9949     CL=0.9973
 0.8259510E+04 0.1932256E-06 0.2034960E-06 0.2088879E-06 0.2126063E-06 0.2154686E-06 0.2178130E-06 0.2198073E-06 0.2215555E-06 0.2231130E-06 0.2245195E-06 0.2258138E-06 0.2270023E-06 0.2281056E-06
 0.7740831E+04 0.1930954E-06 0.2032372E-06 0.2085566E-06 0.2122236E-06 0.2150451E-06 0.2173554E-06 0.2193201E-06 0.2210421E-06 0.2225755E-06 0.2239608E-06 0.2252351E-06 0.2264050E-06 0.2274909E-06
 0.7254725E+04 0.1930021E-06 0.2030202E-06 0.2082702E-06 0.2118875E-06 0.2146698E-06 0.2169470E-06 0.2188837E-06 0.2205806E-06 0.2220913E-06 0.2234558E-06 0.2247109E-06 0.2258629E-06 0.2269321E-06
 0.6799145E+04 0.1929453E-06 0.2028442E-06 0.2080277E-06 0.2115970E-06 0.2143416E-06 0.2165876E-06 0.2184968E-06 0.2201694E-06 0.2216587E-06 0.2230033E-06 0.2242399E-06 0.2253748E-06 0.2264281E-06
 0.6372174E+04 0.1929316E-06 0.2027090E-06 0.2078284E-06 0.2113518E-06 0.2140601E-06 0.2162759E-06 0.2181590E-06 0.2198084E-06 0.2212767E-06 0.2226020E-06 0.2238208E-06 0.2249393E-06 0.2259771E-06
 0.5972016E+04 0.1936728E-06 0.2026138E-06 0.2076712E-06 0.2111508E-06 0.2138244E-06 0.2160111E-06 0.2178690E-06 0.2194962E-06 0.2209441E-06 0.2222513E-06 0.2234531E-06 0.2245558E-06 0.2255789E-06
 0.5596987E+04 0.1961650E-06 0.2025590E-06 0.2075562E-06 0.2109934E-06 0.2136335E-06 0.2157920E-06 0.2176262E-06 0.2192319E-06 0.2206605E-06 0.2219501E-06 0.2231355E-06 0.2242231E-06 0.2252321E-06
 0.5245509E+04 0.1993521E-06 0.2028539E-06 0.2074831E-06 0.2108786E-06 0.2134866E-06 0.2156186E-06 0.2174292E-06 0.2190144E-06 0.2204247E-06 0.2216974E-06 0.2228672E-06 0.2239402E-06 0.2249356E-06
 0.4916103E+04 0.2028448E-06 0.2049002E-06 0.2076807E-06 0.2108122E-06 0.2133836E-06 0.2154898E-06 0.2172782E-06 0.2188435E-06 0.2202361E-06 0.2214922E-06 0.2226469E-06 0.2237060E-06 0.2246883E-06
 0.4607383E+04 0.2065484E-06 0.2080392E-06 0.2095998E-06 0.2113901E-06 0.2134259E-06 0.2154162E-06 0.2171729E-06 0.2187184E-06 0.2200936E-06 0.2213344E-06 0.2224745E-06 0.2235202E-06 0.2244900E-06
